Star-rating,Name,Reviewer Profile Url,Review Title,Review Content,images,profile icon,Date
5.0 out of 5 stars,Jamie Moio,https://www.amazon.com/gp/customer-reviews/R2YGNIOSUI7T3A/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Good stuff,Excellent quality and flavor,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on January 8, 2020"
5.0 out of 5 stars,Arthur Carreira,https://www.amazon.com/gp/customer-reviews/R27I5WELWT95NX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Price,Everything was great,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on January 7, 2020"
5.0 out of 5 stars,Lou Dy,https://www.amazon.com/gp/customer-reviews/R25R8JA685I5KG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Great gift,This is a great thank you gift. Large enough to make a statement but cost effective too. Bought several times for gifts and is always fresh and well received.,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on January 7, 2020"
5.0 out of 5 stars,Mel C,https://www.amazon.com/gp/customer-reviews/R3O98HCI2LG5Z3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Great for gifts,These were a great addition to Christmas gifts.,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on January 5, 2020"
5.0 out of 5 stars,Beverly Kramer,https://www.amazon.com/gp/customer-reviews/R15THGH75RWD5L/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Candy,Great Christmas gift,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on January 4, 2020"
5.0 out of 5 stars,Larson,https://www.amazon.com/gp/customer-reviews/R36J52UBPOGR47/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Delicious,Delicious,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on January 3, 2020"
1.0 out of 5 stars,MelloBride,https://www.amazon.com/gp/customer-reviews/R3HDCQIIAUFLW8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Received melted and messy,"They came to me melted, the wrappers have chocolate all over them. I couldn’t use them in my gifts.",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on January 2, 2020"
5.0 out of 5 stars,donna livengood,https://www.amazon.com/gp/customer-reviews/R3GZGIOK6I2CCW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, They’re delicious !!,I love lint chocolates dark and Milk I think they make a great gift as well,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on January 2, 2020"
5.0 out of 5 stars,wendy ann pera,https://www.amazon.com/gp/customer-reviews/R1VUS0567FWFYR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Dark chocolate at it’s best!,My favorite of the varities offered for sale!,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on January 1, 2020"
5.0 out of 5 stars,Tinybluemax,https://www.amazon.com/gp/customer-reviews/R3LAQP0G0W80WJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Best chocolate truffles ever!,"Favorite chocolate candy, arrived fresh and delicious!",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on January 1, 2020"
5.0 out of 5 stars,Fr. Jerry Ochetti,https://www.amazon.com/gp/customer-reviews/R23OW0D3A4MPOW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Individually wrapped makes for easy sharing,"Nice gift, wrapped easily.",,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on December 30, 2019"
5.0 out of 5 stars,Les Papp II,https://www.amazon.com/gp/customer-reviews/R1O55S2H8QVGRW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Great Dark Chocolate,"I love Lindt Dark Chocolate Truffles, these were in perfect condition, fresh, and none were broken.",,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on December 28, 2019"
5.0 out of 5 stars,Lucy Lucy,https://www.amazon.com/gp/customer-reviews/R2GCWHROTQGDT1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Yum,Delicious. Smooth and fresh.,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on December 27, 2019"
2.0 out of 5 stars,Rob W.,https://www.amazon.com/gp/customer-reviews/R173OGUFSNYU92/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, They Arrived Partially (Some of them) Melted,It is difficult to ship food that may melt.,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on December 27, 2019"
5.0 out of 5 stars,Brownie,https://www.amazon.com/gp/customer-reviews/RBWQD80D6B6D9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Delicious!,"They were very tasty, will order again.",,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on December 26, 2019"
5.0 out of 5 stars,Esee,https://www.amazon.com/gp/customer-reviews/R3IOT2Y1LRXQFC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Dark chocolate is good for you,"Yum, yum. Yum. All I can say as a fan I am of these truffles. Just the best.",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on December 21, 2019"
1.0 out of 5 stars,AR,https://www.amazon.com/gp/customer-reviews/RFPKFFBQ4JL9B/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Lindt chocolate box of 60 pieces,"chocolate appears to have melted at one time. When we opened the box, some of the pieces was white. Want to send the entire box back",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on December 20, 2019"
2.0 out of 5 stars,Judy Stegemann,https://www.amazon.com/gp/customer-reviews/R3SHH9SQR55UEX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Truffles,The chocolate was melted into the box. Many candy insides were not inside,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on December 18, 2019"
5.0 out of 5 stars,stephanie,https://www.amazon.com/gp/customer-reviews/R3VBM2ZO4S97XE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Yesss,Yessss,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on December 15, 2019"
5.0 out of 5 stars,Lena M.,https://www.amazon.com/gp/customer-reviews/R1X15KGLGNDRPQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Great dark choclate truffles,"Love dark choclate and this candy.
Great deal on price when I ordered
on special.",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on December 14, 2019"
5.0 out of 5 stars,rocco piccolo,https://www.amazon.com/gp/customer-reviews/RPM47MMIXIJYE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Office candy,Huge office hit!,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on December 11, 2019"
5.0 out of 5 stars,SurfCityGal,https://www.amazon.com/gp/customer-reviews/R3E8HNT14R4S5J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Great gift idea,I originally bought this as a gift but decided to gift myself instead. They are delicious and so very tempting.,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/247ef073-751b-4e0c-a1d9-c0ff518181b5._CR126,0,248,248_SX48_.jpg","Reviewed in the United States on December 7, 2019"
5.0 out of 5 stars,Martin Tokay,https://www.amazon.com/gp/customer-reviews/R2WZZ6KS0HJPN4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Yummy,Yummy,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on December 6, 2019"
2.0 out of 5 stars,A Careful DIYer,https://www.amazon.com/gp/customer-reviews/R1UIKC92HQRT39/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Arrived Heat Impacted thus Undermining Flavor,"In late November, these chocolates were still exposed to high heat thus melting the chocolates in their wraps. Two chocolates oozed from their wrappers on to their neighboring candies. The heat additionally fouls the delicate chocolate's flavors.",,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on December 5, 2019"
3.0 out of 5 stars,C. Johnson,https://www.amazon.com/gp/customer-reviews/RHA5V4KZBDQCT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Some were melted despite freezing temperature outside.,"I want to start by saying I love Lindor chocolates. I ordered this 60 count box of dark chocolate truffles with a plan to take them into work to share with co-workers and guests. I bought a similar milk chocolate one that was perfect. However, this container almost all of the truffles had some degree of melting issues, about a quarter were obvious with chocolate melted on the wrapper and some had leaked into the container (see picture). Unwrapping a few showed that most had some degree of melting as instead of being a smooth ball, they had wrapper lines melted into the chocolate. They still taste ok, but not great and sadly the truffle center seems to be the most affected. I read reviews where other had melting issues, but since weather here and for most of the country was sub-zero, I thought it unlikely to have this issue. I was clearly wrong. I'm glad I got them at a discount- if I had paid full price I would be pretty upset.","https://images-na.ssl-images-amazon.com/images/I/81mcslxuOML.88.jpg  
","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on December 3, 2019"
5.0 out of 5 stars,L. Dobbins,https://www.amazon.com/gp/customer-reviews/R217VFRP7EB0WZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Dark chocolate,Smart choice for dark chocolate lovers.,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on December 2, 2019"
1.0 out of 5 stars,Tasha,https://www.amazon.com/gp/customer-reviews/R1QG0M1455V9CY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Melted chocolate,The chocolate melted upon arrival.,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on December 2, 2019"
1.0 out of 5 stars,Toncarová,https://www.amazon.com/gp/customer-reviews/R3DOZDNLU2B8VT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Do not buy.,"The box arrived and there was candy in it. That’s about all I can say. The truffles must have melted at some point And recongealed, because they are all a mess with no filling. The wrappers on the ends are full of melted chocolate. Don’t buy this item!!!","https://images-na.ssl-images-amazon.com/images/I/41toFgGMa0L.88.jpg  
https://images-na.ssl-images-amazon.com/images/I/51u3Yv8mcWL.88.jpg  
",https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on November 30, 2019"
5.0 out of 5 stars,Zam,https://www.amazon.com/gp/customer-reviews/R1342M79JAZMO4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, ??,some were melted on the ends but I bought them half off so I didn’t expect them to be perfect. Other than that they were great!,"https://images-na.ssl-images-amazon.com/images/I/81yDR2cKN-L.88.jpg  
",https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on November 30, 2019"
1.0 out of 5 stars,Donna,https://www.amazon.com/gp/customer-reviews/R3HTUIF3KKKM71/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Never again,Arrived melted and smashed. Did not melt here since we had wind chills. Possibly worst purchases ever.,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on November 28, 2019"
2.0 out of 5 stars,Allen L.,https://www.amazon.com/gp/customer-reviews/R1OKZAMPEMTXYP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Old Candy Tastes Bad!,"As soon as I opened the first one I knew they were old. You could see the white on the chocolate where the fat had separated due to either excessive heat or old age. One bite confirmed it, rather than a soft inner, it broke apart and tasted old.",,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on November 27, 2019"
1.0 out of 5 stars,Jay Lee,https://www.amazon.com/gp/customer-reviews/RAP965ETJ656A/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, It was bad. It was very bad.,"I really do not know what went wrong with this purchase. The box was pristine. However, everything inside was absolutely destroyed. I assume it was a temperature or pressure issue? I ordered a box of dark and a box of regular on sale. One can see the difference in the posted photos. Since this was a food item I simply threw it in the trash.
Sad. Disappointing. Sorry, not going to order again.","https://images-na.ssl-images-amazon.com/images/I/61WwbPTAryL.88.jpg  
https://images-na.ssl-images-amazon.com/images/I/61qi0sjUgLL.88.jpg  
https://images-na.ssl-images-amazon.com/images/I/61vDoni0CSL.88.jpg  
https://images-na.ssl-images-amazon.com/images/I/7160hnkWCPL.88.jpg  
https://images-na.ssl-images-amazon.com/images/I/71DOiLNYU9L.88.jpg  
https://images-na.ssl-images-amazon.com/images/I/71WTo3ovFBL.88.jpg  
https://images-na.ssl-images-amazon.com/images/I/71m49Q56AoL.88.jpg  
","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on November 27, 2019"
1.0 out of 5 stars,Renee,https://www.amazon.com/gp/customer-reviews/RYX1IQIZ4LLZ4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Melted on other candy.,Chocolate melted on other pieces of candy and in the bottom of the box.,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on November 27, 2019"
1.0 out of 5 stars,steven jump,https://www.amazon.com/gp/customer-reviews/R242VNXVLE9515/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Melted,Appeared to have been melted. I have never left a review in my life. Very disappointed.,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on November 27, 2019"
1.0 out of 5 stars,Frank P,https://www.amazon.com/gp/customer-reviews/R2S3NGM4PN01JH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Received damaged,"I received the product in a timely manner. However, there was melted chocolate all over the inside of the box, as well as, the chocolates. I bought this product as a gift, but am unable to use 12-15 chocolates. I am Not sure if the driver possibly had the box next to heat, but I am Very disappointed in the quality of this product.","https://images-na.ssl-images-amazon.com/images/I/71SORd3ewrL.88.jpg  
https://images-na.ssl-images-amazon.com/images/I/71emdXapOmL.88.jpg  
https://images-na.ssl-images-amazon.com/images/I/71opjTrEoEL.88.jpg  
",https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on November 26, 2019"
1.0 out of 5 stars,Hudson Trailer Company,https://www.amazon.com/gp/customer-reviews/RU0WC3NFV94OI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, All these arrived completely melted,Bought these for Thanksgiving treats and they entire package was melted. Very disappointed. Should have opened them immediately - I would have returned them.,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on November 24, 2019"
5.0 out of 5 stars,Anastasia Kudsi,https://www.amazon.com/gp/customer-reviews/RTYG4PDUL2P3Y/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Great Holiday Chocolate!,We love ordering these for the holidays to share with family and friends!,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on November 23, 2019"
1.0 out of 5 stars,Lori,https://www.amazon.com/gp/customer-reviews/R2CN368FNZU7WT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Need to know- don’t gift before opening-really,This product on a 4th purchase bought for a gift arrived melted in horrid condition! How embarrassing for me! Will not give as a gift unopened! Was not notified until today by people who received it. It’s a shame since it was such a great gift before~ ??,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on November 22, 2019"
5.0 out of 5 stars,Jenna Montalto,https://www.amazon.com/gp/customer-reviews/RGZR0FRBB2QBE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, awesome gift,"individually wrapped, good as one gift, or to pack a few favors",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on November 18, 2019"
5.0 out of 5 stars,Paula Cole,https://www.amazon.com/gp/customer-reviews/R1HXEGI8SY4T7X/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Great chocolates,My favorite!!! By far!,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on November 13, 2019"
2.0 out of 5 stars,Amazon Customer,https://www.amazon.com/gp/customer-reviews/R1YP9AQ0FYNPHK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Not giftable or displayable.,The exterior of the wrappers were covered in chocolate. Looked gross. Made your hands dirty. And some of them were mid-shapen.,"https://images-na.ssl-images-amazon.com/images/I/71GmBw8+8dL.88.jpg  
","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on November 10, 2019"
5.0 out of 5 stars,Vivian Alo,https://www.amazon.com/gp/customer-reviews/RGQ2BQY3CJ8EB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Arrived cool &on time !,Yes,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on November 7, 2019"
5.0 out of 5 stars,Isabel,https://www.amazon.com/gp/customer-reviews/R2ANJQF2ZCT4C/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Delicious!,This is a wonderful chocolate.,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on November 7, 2019"
4.0 out of 5 stars,Ronald P. Dean,https://www.amazon.com/gp/customer-reviews/R2JL2I7KWNR69P/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Order them when temperatures are cool but not freezing.,"The product is great, love them more than any other chocolate, the problem was some of them melted during the delivery and so far I had to through away about 3-4 of them. they said they would be shipped with a ice pack but that never happened. I will make sure the weather is cooler before I order them again.",,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on November 5, 2019"
5.0 out of 5 stars,hutchlin,https://www.amazon.com/gp/customer-reviews/R3FBMBFFT3JR6T/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Lindt dark chocolate. Yum!!,Lindt truffles. Yum!! Individually wrapped and dark chocolate!! Throw them in every gift box I give away!,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on November 4, 2019"
5.0 out of 5 stars,J.B.M,https://www.amazon.com/gp/customer-reviews/R2HFZYWRG0JPZY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Love love!,So yummy. Great for price.,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on October 29, 2019"
5.0 out of 5 stars,A. Evans,https://www.amazon.com/gp/customer-reviews/RHSC2GRDNSGP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Chocolate delight,Purchased this as a gift for a Lindor lover and she loved it!,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on October 22, 2019"
5.0 out of 5 stars,Nara,https://www.amazon.com/gp/customer-reviews/R2BLQX101ONSZQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Ordered on October 20th 2019. Best before September 30th 2020,"I ordered this on October 20th. It delivered on 21st. As you can see from this photo, it’s good until September 30th 2020!
I already ate two, very fresh.","https://images-na.ssl-images-amazon.com/images/I/71+c0MTDdfL.88.jpg  
https://images-na.ssl-images-amazon.com/images/I/71+c0MTDdfL.88.jpg  
https://images-na.ssl-images-amazon.com/images/I/71Euegp7OVL.88.jpg  
",https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on October 21, 2019"
5.0 out of 5 stars,Catsby,https://www.amazon.com/gp/customer-reviews/R13TVG9V7PMPOJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, tasty,good chocolate,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on October 20, 2019"
5.0 out of 5 stars,cutie133,https://www.amazon.com/gp/customer-reviews/R3SDDVMPQ4IW79/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Love it,The best chocolate out there,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on October 19, 2019"
3.0 out of 5 stars,Kym McQuiston,https://www.amazon.com/gp/customer-reviews/R2XEHA9JEWDLDA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Arrived as if melted. Huge mess!,"I ordered 2 boxes for our Airbnb to go in our “snack tray”. One box was fine, the other arrived as if the chocolates melted. Every single wrapper has melted chocolate on it and they are all shaped odd as if they partially melted. Unusable. Unfortunately, I’m going to be choosing different truffles for the snack tray!",,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/c37e139b-e5ec-454e-af65-e759958eda23._CR149,0,201,201_SX48_.jpg","Reviewed in the United States on October 18, 2019"
2.0 out of 5 stars,Ladyjn13,https://www.amazon.com/gp/customer-reviews/RG0NUXKV95JLX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, I should have read the ingredients.,I should have read the ingredients prior to purchase. Definitely do not taste like dark chocolate should. When I read the ingredients milk was pretty high up on the list. These do not taste like dark chocolate should.,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/ca4e62c2-1613-42a5-80b3-d7a2c9018681._CR0,0,338,338_SX48_.png","Reviewed in the United States on October 15, 2019"
5.0 out of 5 stars,Terry M. Trudeau,https://www.amazon.com/gp/customer-reviews/R1707VR1KUNHBJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Mr. T,Personal use,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on October 7, 2019"
5.0 out of 5 stars,Todd Bass,https://www.amazon.com/gp/customer-reviews/RQXJ2LRVU1K4U/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Good product and seller.,Good product and seller.,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on October 7, 2019"
1.0 out of 5 stars,KITTY,https://www.amazon.com/gp/customer-reviews/R2DH1483B011YJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Dissappointed,When we received these truffles some of them were melted on the other ones .We do love the truffles but I thought they would be kept cool during shipment .,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on October 7, 2019"
1.0 out of 5 stars,Darrin M. Burse,https://www.amazon.com/gp/customer-reviews/RZSIY0TGYPOKD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Melted,Product completely melted. NOT shipped with cool/cold pack.,"https://images-na.ssl-images-amazon.com/images/I/71Dfev3m6yL.88.jpg  
",https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on October 5, 2019"
2.0 out of 5 stars,dropmaker,https://www.amazon.com/gp/customer-reviews/R3PRTIMH5TACCJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Melted chocolates!,"I love these chocolates, but they arrived with some of them melted and leaking through the wrappers onto the cardboard box lid. I thought they were going to be shipped with a ""cool box"" (there was a snowflake next to the item description) but not so. Not suitable for giving to guests.","https://images-na.ssl-images-amazon.com/images/I/61zgk5SsWLL.88.jpg  
https://images-na.ssl-images-amazon.com/images/I/81WFpmQcj5L.88.jpg  
",https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on October 4, 2019"
4.0 out of 5 stars,Crystina,https://www.amazon.com/gp/customer-reviews/RVK51F4PSWRSB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Yummy,Delicious fresh but obviously had melted at some point in time since it was all over the inside of the box,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on October 4, 2019"
5.0 out of 5 stars,Robert J.W. 60,https://www.amazon.com/gp/customer-reviews/R27A0CRSDGJFBF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Good product,Good product,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on September 2, 2019"
2.0 out of 5 stars,ChicagoH,https://www.amazon.com/gp/customer-reviews/R3VZN5YNRRLTR5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, tastes like milk chocolate,100% does not taste like dark chocolate.,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on August 31, 2019"
1.0 out of 5 stars,A. Coker,https://www.amazon.com/gp/customer-reviews/RZT84J50HQJU0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Came melted,"Advertised as shipped cool but it was far from it. There was no cold pack inside, just two sheets of airbags in an empty styrofoam box. Some of the chocolate leaked out of its wrapper too.",,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on August 30, 2019"
